index,name,sector,biome,hazards,hash,position,waypoints,maxHealth,health,disabled,initialOwner,currentOwner,regenPerSecond,event,statistics,attacking
68,SHELT,Talus,"{'name': 'Tundra', 'description': ""A perennially chilly climate has allowed short, colourful shrubs to flourish across this planet's surface.""}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",1223630977,"{'x': -0.05373336, 'y': 0.3648641}",[69],1000000,1000000,False,Humans,Humans,1.3888888,,"{'missionsWon': 2502293, 'missionsLost': 198325, 'missionTime': 9127021852, 'terminidKills': 88, 'automatonKills': 786413328, 'illuminateKills': 0, 'bulletsFired': 3895870312, 'bulletsHit': 4232639938, 'timePlayed': 9127021852, 'deaths': 18758808, 'revives': 0, 'friendlies': 2121711, 'missionSuccessRate': 92, 'accuracy': 100, 'playerCount': 7}",[]
69,IMBER,Talus,"{'name': 'Desolate', 'description': 'Scorching temperatures, high winds, and low precipitation cause a near-constant cycle of fires to sweep this planet, punctuated by short bursts of lush rebirth between infernos.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Fire Tornadoes', 'description': 'Planet is ravaged by deadly fire tornadoes.'}]",2115544264,"{'x': -0.060664836, 'y': 0.44539174}",[],1000000,1000000,False,Humans,Humans,2.7777777,,"{'missionsWon': 1647872, 'missionsLost': 188784, 'missionTime': 6822027953, 'terminidKills': 0, 'automatonKills': 525169821, 'illuminateKills': 0, 'bulletsFired': 2494373052, 'bulletsHit': 2680646812, 'timePlayed': 6822027953, 'deaths': 15880665, 'revives': 0, 'friendlies': 1575340, 'missionSuccessRate': 89, 'accuracy': 100, 'playerCount': 0}",[]
70,BLISTICA,Gellert,"{'name': 'Desolate', 'description': 'Scorching temperatures, high winds, and low precipitation cause a near-constant cycle of fires to sweep this planet, punctuated by short bursts of lush rebirth between infernos.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Fire Tornadoes', 'description': 'Planet is ravaged by deadly fire tornadoes.'}]",4206815834,"{'x': -0.1716316, 'y': 0.8050751}","[207, 253]",1000000,1000000,False,Humans,Humans,1.3888888,,"{'missionsWon': 274760, 'missionsLost': 18694, 'missionTime': 1000128691, 'terminidKills': 0, 'automatonKills': 86840385, 'illuminateKills': 0, 'bulletsFired': 347742921, 'bulletsHit': 370158278, 'timePlayed': 1000128691, 'deaths': 2182731, 'revives': 0, 'friendlies': 200432, 'missionSuccessRate': 93, 'accuracy': 100, 'playerCount': 0}",[250]
71,RATCH,Iptus,"{'name': 'Foggy Swamp', 'description': 'Squelching mud, twisting roots; the odor of rot and anarchy. A teeming, endless morass.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",2898292715,"{'x': 0.0441322, 'y': 0.42626023}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
72,JULHEIM,Nanos,"{'name': 'Winter', 'description': ""Submerged in eternal winter, this world's frosty peaks glimmer in the light of its too-distant star.""}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Blizzards', 'description': 'Intense blizzard reduce mobility and moderately reduce visibility for both enemy and friendly units.'}]",922433838,"{'x': -0.52319145, 'y': 0.14335436}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 414020, 'missionsLost': 40659, 'missionTime': 1717303294, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 277166033, 'bulletsFired': 1141689331, 'bulletsHit': 1120548600, 'timePlayed': 1717303294, 'deaths': 2731816, 'revives': 0, 'friendlies': 532805, 'missionSuccessRate': 91, 'accuracy': 98, 'playerCount': 1}",[]
73,VALGAARD,Iptus,"{'name': 'Crimsonmoor', 'description': 'A crimson algae has propagated wildly across this entire planet, coating its rocky hills with a constant red that masks the spilt blood of the heroes who defend it from tyranny.'}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",3238002446,"{'x': 0.1661038, 'y': 0.40307793}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
74,ARKTURUS,Arturion,"{'name': 'Winter', 'description': ""Submerged in eternal winter, this world's frosty peaks glimmer in the light of its too-distant star.""}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Blizzards', 'description': 'Intense blizzard reduce mobility and moderately reduce visibility for both enemy and friendly units.'}]",670993741,"{'x': 0.2559713, 'y': 0.5260108}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
75,ESKER,Falstaff,"{'name': 'Toxic', 'description': ""Dense, toxic fumes from deep within the planet's crust seep out of cracks in the earth and coat the ground in a sickly haze.""}","[{'name': 'Acid Storms', 'description': 'Corrosive acid storms temporarily reduce armor effectiveness for both enemy and friendly units.'}]",2729833133,"{'x': 0.372748, 'y': 0.5082812}","[122, 123, 124]",1000000,1000000,False,Humans,Terminids,2.7777777,,"{'missionsWon': 3756728, 'missionsLost': 355904, 'missionTime': 13354081000, 'terminidKills': 1848167416, 'automatonKills': 339, 'illuminateKills': 555, 'bulletsFired': 7614531231, 'bulletsHit': 9298131188, 'timePlayed': 13354081000, 'deaths': 31392300, 'revives': 0, 'friendlies': 5264490, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 4}",[]
76,TERREK,Orion,"{'name': 'Moon', 'description': 'A rocky, lonely moon with extremely valuable mineral deposits underneath the surface.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Meteor Storms', 'description': 'Meteors impact the surface causing massive damage.'}]",910588397,"{'x': 0.26528117, 'y': 0.347748}","[77, 124]",1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 897822, 'missionsLost': 79702, 'missionTime': 3661225581, 'terminidKills': 577827031, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 1898165001, 'bulletsHit': 2275758990, 'timePlayed': 3661225581, 'deaths': 6949748, 'revives': 0, 'friendlies': 1398448, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 0}",[124]
77,CIRRUS,Orion,"{'name': 'Wasteland', 'description': 'The lifeless grey of this planet is interrupted only by the violet flowers that grow from strange, parasitic outcroppings.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",2112907641,"{'x': 0.32492584, 'y': 0.25839266}",[49],1000000,1000000,False,Humans,Humans,0.6944444,,"{'missionsWon': 1930372, 'missionsLost': 137824, 'missionTime': 6667559325, 'terminidKills': 964496579, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 3581198752, 'bulletsHit': 4336406556, 'timePlayed': 6667559325, 'deaths': 14224157, 'revives': 0, 'friendlies': 2427689, 'missionSuccessRate': 93, 'accuracy': 100, 'playerCount': 3}",[]
78,CRIMSICA,Draco,"{'name': 'Crimsonmoor', 'description': 'A crimson algae has propagated wildly across this entire planet, coating its rocky hills with a constant red that masks the spilt blood of the heroes who defend it from tyranny.'}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",1886266372,"{'x': 0.6113544, 'y': 0.22880854}","[129, 169, 170]",1000000,1000000,False,Terminids,Humans,4.1666665,,"{'missionsWon': 22294133, 'missionsLost': 1815084, 'missionTime': 54838462267, 'terminidKills': 7324732607, 'automatonKills': 916, 'illuminateKills': 0, 'bulletsFired': 35826833592, 'bulletsHit': 43472427440, 'timePlayed': 54838462267, 'deaths': 123609226, 'revives': 0, 'friendlies': 21074823, 'missionSuccessRate': 92, 'accuracy': 100, 'playerCount': 5}",[170]
79,HEETH,Orion,"{'name': 'Winter', 'description': ""Submerged in eternal winter, this world's frosty peaks glimmer in the light of its too-distant star.""}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Blizzards', 'description': 'Intense blizzard reduce mobility and moderately reduce visibility for both enemy and friendly units.'}]",1391690878,"{'x': 0.39437926, 'y': 0.27310377}","[77, 125, 168]",1000000,1000000,False,Terminids,Humans,5.5555553,,"{'missionsWon': 5927913, 'missionsLost': 532779, 'missionTime': 18176917141, 'terminidKills': 2652325162, 'automatonKills': 23, 'illuminateKills': 0, 'bulletsFired': 10095691132, 'bulletsHit': 12305154350, 'timePlayed': 18176917141, 'deaths': 38208776, 'revives': 2, 'friendlies': 7129377, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 9}",[]
80,VELD,Orion,"{'name': 'Rainforest', 'description': ""The strange subversion of photosynthesis that sustains the oddly-hued flora that flourishes on this planet remains an intriguing mystery to Super Earth's greatest exo-biologists.""}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",3659340575,"{'x': 0.43926024, 'y': 0.0731322}","[85, 126]",1000000,1000000,False,Humans,Humans,2.7777777,,"{'missionsWon': 2211147, 'missionsLost': 169910, 'missionTime': 7204936734, 'terminidKills': 910649110, 'automatonKills': 61, 'illuminateKills': 0, 'bulletsFired': 4249124555, 'bulletsHit': 5229898709, 'timePlayed': 7204936734, 'deaths': 17187642, 'revives': 0, 'friendlies': 2637189, 'missionSuccessRate': 92, 'accuracy': 100, 'playerCount': 1}",[]
81,ALTA V,Korpus,"{'name': 'Jungle', 'description': 'Abundant with life, this wet planet is covered in deep oceans, thick forests, and tall grasses.'}","[{'name': 'Volcanic Activity', 'description': 'Volcanoes throw burning rocks around this planet.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",572365311,"{'x': 0.3660751, 'y': -0.04763163}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
82,URSICA XI,Borgus,"{'name': 'Ethereal', 'description': 'This world teems with ethereal, boundless, and peculiar plant life that spreads silent and uninterrupted across its entire surface.'}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",4009717368,"{'x': 0.5340751, 'y': -0.090368435}",[131],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
83,INARI,Korpus,"{'name': 'Icemoss', 'description': 'Ice and moss-covered rock can be found across most of the surface of this planet.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}]",2623879324,"{'x': 0.44555652, 'y': -0.06207318}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
84,SKAASH,Ursa,"{'name': 'Toxic', 'description': ""Dense, toxic fumes from deep within the planet's crust seep out of cracks in the earth and coat the ground in a sickly haze.""}","[{'name': 'Acid Storms', 'description': 'Corrosive acid storms temporarily reduce armor effectiveness for both enemy and friendly units.'}]",1076755284,"{'x': 0.41835436, 'y': -0.17080852}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 316159, 'missionsLost': 32528, 'missionTime': 1262274076, 'terminidKills': 0, 'automatonKills': 91, 'illuminateKills': 201782191, 'bulletsFired': 933147803, 'bulletsHit': 911615082, 'timePlayed': 1262274076, 'deaths': 2359128, 'revives': 0, 'friendlies': 433546, 'missionSuccessRate': 90, 'accuracy': 97, 'playerCount': 0}",[]
85,MORADESH,Celeste,"{'name': 'Mesa', 'description': ""A blazing-hot desert planet, it's rocky mesas are the sole interruptions to the endless sea of dunes.""}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Sandstorms', 'description': 'Dense sandstorms reduce mobility and greatly reduce visibility for both enemy and friendly units.'}]",912379297,"{'x': 0.33707795, 'y': 0.1548962}",[77],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 286573, 'missionsLost': 26853, 'missionTime': 1219911662, 'terminidKills': 192236120, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 605621789, 'bulletsHit': 744284374, 'timePlayed': 1219911662, 'deaths': 2395267, 'revives': 0, 'friendlies': 446315, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 0}",[]
86,RASP,Gallux,"{'name': 'Moon', 'description': 'A rocky, lonely moon with extremely valuable mineral deposits underneath the surface.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Meteor Storms', 'description': 'Meteors impact the surface causing massive damage.'}]",2598991571,"{'x': 0.39501083, 'y': -0.26197135}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 654586, 'missionsLost': 65688, 'missionTime': 2753892383, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 446222651, 'bulletsFired': 1927007901, 'bulletsHit': 1911732468, 'timePlayed': 2753892383, 'deaths': 4950415, 'revives': 0, 'friendlies': 898147, 'missionSuccessRate': 90, 'accuracy': 99, 'playerCount': 6}",[]
87,BASHYR,Gallux,"{'name': 'Foggy Swamp', 'description': 'Squelching mud, twisting roots; the odor of rot and anarchy. A teeming, endless morass.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",49391513,"{'x': 0.32492584, 'y': -0.26339266}",[],1000000,1000000,False,Humans,Humans,1388.8889,"{'id': 4944, 'eventType': 2, 'faction': 'Illuminate', 'health': 99848, 'maxHealth': 100000, 'startTime': '2025-02-23T23:23:58.0328204Z', 'endTime': '2025-02-24T11:23:58.0328204Z', 'campaignId': 50777, 'jointOperationIds': [4944]}","{'missionsWon': 266970, 'missionsLost': 34462, 'missionTime': 1052331941, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 166199260, 'bulletsFired': 773811718, 'bulletsHit': 733557688, 'timePlayed': 1052331941, 'deaths': 1900682, 'revives': 0, 'friendlies': 389739, 'missionSuccessRate': 88, 'accuracy': 94, 'playerCount': 1970}",[]
88,REGNUS,Morgon,"{'name': 'Foggy Swamp', 'description': 'Squelching mud, twisting roots; the odor of rot and anarchy. A teeming, endless morass.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",2299441253,"{'x': 0.24639264, 'y': -0.3159259}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 218173, 'missionsLost': 28533, 'missionTime': 903506910, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 141916337, 'bulletsFired': 641785508, 'bulletsHit': 619061166, 'timePlayed': 903506910, 'deaths': 1695789, 'revives': 0, 'friendlies': 313384, 'missionSuccessRate': 88, 'accuracy': 96, 'playerCount': 2}",[]
89,MOG,Morgon,"{'name': 'Winter', 'description': ""Submerged in eternal winter, this world's frosty peaks glimmer in the light of its too-distant star.""}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Blizzards', 'description': 'Intense blizzard reduce mobility and moderately reduce visibility for both enemy and friendly units.'}]",2695815635,"{'x': 0.29074797, 'y': -0.35328123}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 421832, 'missionsLost': 48765, 'missionTime': 1722495195, 'terminidKills': 531, 'automatonKills': 0, 'illuminateKills': 279696597, 'bulletsFired': 1200725562, 'bulletsHit': 1191541630, 'timePlayed': 1722495195, 'deaths': 2985076, 'revives': 0, 'friendlies': 579791, 'missionSuccessRate': 89, 'accuracy': 99, 'playerCount': 2}",[]
90,VALMOX,Rictus,"{'name': 'Crimsonmoor', 'description': 'A crimson algae has propagated wildly across this entire planet, coating its rocky hills with a constant red that masks the spilt blood of the heroes who defend it from tyranny.'}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",1922612740,"{'x': 0.18610376, 'y': -0.381078}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 454563, 'missionsLost': 66062, 'missionTime': 1900331026, 'terminidKills': 881, 'automatonKills': 0, 'illuminateKills': 310184216, 'bulletsFired': 1476461253, 'bulletsHit': 1437133766, 'timePlayed': 1900331026, 'deaths': 3547031, 'revives': 0, 'friendlies': 620484, 'missionSuccessRate': 87, 'accuracy': 97, 'playerCount': 0}",[]
91,IRO,Rictus,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",3172148623,"{'x': 0.15380847, 'y': -0.4373544}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 690578, 'missionsLost': 64740, 'missionTime': 2761107383, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 447311241, 'bulletsFired': 2008944358, 'bulletsHit': 1926217070, 'timePlayed': 2761107383, 'deaths': 4527637, 'revives': 0, 'friendlies': 922559, 'missionSuccessRate': 91, 'accuracy': 95, 'playerCount': 42}",[]
92,GRAFMERE,Rictus,"{'name': 'Icemoss', 'description': 'Ice and moss-covered rock can be found across most of the surface of this planet.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}]",3602852408,"{'x': 0.06113215, 'y': -0.40526026}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 94031, 'missionsLost': 11225, 'missionTime': 397213004, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 65497145, 'bulletsFired': 270875415, 'bulletsHit': 264025256, 'timePlayed': 397213004, 'deaths': 705186, 'revives': 0, 'friendlies': 133464, 'missionSuccessRate': 89, 'accuracy': 97, 'playerCount': 0}",[]
93,NEW STOCKHOLM,Hanzo,"{'name': 'Winter', 'description': ""Submerged in eternal winter, this world's frosty peaks glimmer in the light of its too-distant star.""}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Blizzards', 'description': 'Intense blizzard reduce mobility and moderately reduce visibility for both enemy and friendly units.'}]",3515684391,"{'x': 0.1470731, 'y': -0.5095566}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
94,OASIS,Rictus,"{'name': 'Jungle', 'description': 'Abundant with life, this wet planet is covered in deep oceans, thick forests, and tall grasses.'}","[{'name': 'Volcanic Activity', 'description': 'Volcanoes throw burning rocks around this planet.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",997855239,"{'x': 0.00063157, 'y': -0.4440751}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 179816, 'missionsLost': 27474, 'missionTime': 759118799, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 119520354, 'bulletsFired': 554705196, 'bulletsHit': 533558732, 'timePlayed': 759118799, 'deaths': 1557651, 'revives': 0, 'friendlies': 280646, 'missionSuccessRate': 86, 'accuracy': 96, 'playerCount': 11}",[]
95,GENESIS PRIME,Rictus,"{'name': 'Rainforest', 'description': ""The strange subversion of photosynthesis that sustains the oddly-hued flora that flourishes on this planet remains an intriguing mystery to Super Earth's greatest exo-biologists.""}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",910436923,"{'x': -0.07607324, 'y': -0.44355652}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 635828, 'missionsLost': 102553, 'missionTime': 2620254606, 'terminidKills': 1767, 'automatonKills': 0, 'illuminateKills': 428126217, 'bulletsFired': 1955490686, 'bulletsHit': 1904378604, 'timePlayed': 2620254606, 'deaths': 5133161, 'revives': 0, 'friendlies': 912293, 'missionSuccessRate': 86, 'accuracy': 97, 'playerCount': 37}",[]
96,OUTPOST 32,Saleria,"{'name': 'Mesa', 'description': ""A blazing-hot desert planet, it's rocky mesas are the sole interruptions to the endless sea of dunes.""}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Sandstorms', 'description': 'Dense sandstorms reduce mobility and greatly reduce visibility for both enemy and friendly units.'}]",2306843160,"{'x': -0.13786763, 'y': -0.40105802}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
97,CALYPSO,Saleria,"{'name': 'Canyon', 'description': 'This arid, rocky biome covering this world has driven the evolution of exceptionally efficient water usage in its various organisms.'}","[{'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",4011448258,"{'x': -0.21110377, 'y': -0.42437923}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 4570007, 'missionsLost': 913383, 'missionTime': 18908608495, 'terminidKills': 2342597, 'automatonKills': 0, 'illuminateKills': 3124415217, 'bulletsFired': 14915979795, 'bulletsHit': 14666096380, 'timePlayed': 18908608495, 'deaths': 38760470, 'revives': 0, 'friendlies': 6556651, 'missionSuccessRate': 83, 'accuracy': 98, 'playerCount': 10}",[]
98,ELYSIAN MEADOWS,Guang,"{'name': 'Crimsonmoor', 'description': 'A crimson algae has propagated wildly across this entire planet, coating its rocky hills with a constant red that masks the spilt blood of the heroes who defend it from tyranny.'}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",3533355425,"{'x': -0.25539273, 'y': -0.3439258}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 477941, 'missionsLost': 69707, 'missionTime': 2046425497, 'terminidKills': 8, 'automatonKills': 0, 'illuminateKills': 329686574, 'bulletsFired': 1621098583, 'bulletsHit': 1558466788, 'timePlayed': 2046425497, 'deaths': 3822591, 'revives': 0, 'friendlies': 709192, 'missionSuccessRate': 87, 'accuracy': 96, 'playerCount': 10}",[]
99,ALDERIDGE COVE,Guang,"{'name': 'Wasteland', 'description': 'The lifeless grey of this planet is interrupted only by the violet flowers that grow from strange, parasitic outcroppings.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",1616302990,"{'x': -0.31297135, 'y': -0.39101082}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
100,TRANDOR,Sten,"{'name': 'Tundra', 'description': ""A perennially chilly climate has allowed short, colourful shrubs to flourish across this planet's surface.""}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",3515299681,"{'x': 0.9189892, 'y': -0.1249713}","[173, 216]",1000000,1000000,False,Terminids,Terminids,5.5555553,,"{'missionsWon': 4076770, 'missionsLost': 239317, 'missionTime': 14934029628, 'terminidKills': 2274518870, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 7986071079, 'bulletsHit': 9468842192, 'timePlayed': 14934029628, 'deaths': 29367647, 'revives': 0, 'friendlies': 5077781, 'missionSuccessRate': 94, 'accuracy': 100, 'playerCount': 3}",[]
101,EAST IRIDIUM TRADING BAY,Tarragon,"{'name': 'Swamp', 'description': 'Tall, gnarled trees flourish across the surface of this forested world. Sunlight filters past dangling vines, to the saturated undergrowth below.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",3115954791,"{'x': -0.3422812, 'y': -0.302748}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
102,LIBERTY RIDGE,Meridian,"{'name': 'Crimsonmoor', 'description': 'A crimson algae has propagated wildly across this entire planet, coating its rocky hills with a constant red that masks the spilt blood of the heroes who defend it from tyranny.'}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",1017957570,"{'x': -0.4123793, 'y': -0.17510368}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 445606, 'missionsLost': 45777, 'missionTime': 1904128213, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 307909922, 'bulletsFired': 1555991647, 'bulletsHit': 1494390884, 'timePlayed': 1904128213, 'deaths': 3203112, 'revives': 0, 'friendlies': 583340, 'missionSuccessRate': 90, 'accuracy': 96, 'playerCount': 1}",[]
103,BALDRICK PRIME,Meridian,"{'name': 'Jungle', 'description': 'Abundant with life, this wet planet is covered in deep oceans, thick forests, and tall grasses.'}","[{'name': 'Volcanic Activity', 'description': 'Volcanoes throw burning rocks around this planet.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",1398996417,"{'x': -0.353078, 'y': -0.13310368}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 403051, 'missionsLost': 61561, 'missionTime': 1706723362, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 266544227, 'bulletsFired': 1307495225, 'bulletsHit': 1248778876, 'timePlayed': 1706723362, 'deaths': 3526662, 'revives': 0, 'friendlies': 664730, 'missionSuccessRate': 86, 'accuracy': 95, 'playerCount': 4}",[]
